data/train/00519.jpg,190,120,3130,371,staff
data/train/00519.jpg,586,324,2983,455,lyrics
data/train/00519.jpg,71,440,3130,682,staff
data/train/00519.jpg,208,636,2996,794,lyrics
data/train/00519.jpg,71,790,3130,1014,staff
data/train/00519.jpg,218,978,3075,1106,lyrics
data/train/00519.jpg,71,1098,3130,1322,staff
data/train/00519.jpg,186,1290,3010,1418,lyrics
data/train/00519.jpg,71,1403,3130,1621,staff
data/train/00519.jpg,193,1578,3017,1727,lyrics
data/train/00519.jpg,71,1720,3130,1938,staff
data/train/00519.jpg,268,1881,2030,2015,lyrics
data/train/00520.jpg,50,137,3108,343,staff
data/train/00520.jpg,569,330,2618,467,lyrics
data/train/00520.jpg,50,445,3108,669,staff
data/train/00520.jpg,146,642,3006,797,lyrics
data/train/00520.jpg,50,780,3108,977,staff
data/train/00520.jpg,195,981,3055,1112,lyrics
data/train/00520.jpg,50,1097,3108,1294,staff
data/train/00520.jpg,130,1284,2909,1415,lyrics
data/train/00520.jpg,50,1387,3108,1605,staff
data/train/00520.jpg,271,1593,2898,1730,lyrics
data/train/00520.jpg,57,1726,3078,1929,staff
data/train/00520.jpg,185,1914,2493,2039,lyrics
data/train/00521.jpg,151,138,3111,344,staff
data/train/00521.jpg,420,323,2964,475,lyrics
data/train/00521.jpg,47,470,3111,688,staff
data/train/00521.jpg,199,662,2895,799,lyrics
data/train/00521.jpg,47,784,3111,993,staff
data/train/00521.jpg,242,992,2905,1129,lyrics
data/train/00521.jpg,47,1119,3111,1316,staff
data/train/00521.jpg,213,1304,2876,1441,lyrics
data/train/00521.jpg,47,1412,3111,1621,staff
data/train/00521.jpg,190,1598,2704,1735,lyrics
data/train/00521.jpg,47,1714,3111,1923,staff
data/train/00521.jpg,187,1884,2999,2030,lyrics
data/train/00522.jpg,38,95,3071,366,staff
data/train/00522.jpg,119,313,3121,451,lyrics
data/train/00522.jpg,117,404,3000,539,lyrics
data/train/00522.jpg,117,480,3027,633,lyrics
data/train/00522.jpg,93,580,3003,694,lyrics
data/train/00522.jpg,108,656,3018,773,lyrics
data/train/00522.jpg,99,723,3009,849,lyrics
data/train/00522.jpg,50,812,3083,1020,staff
data/train/00522.jpg,80,1001,3082,1115,lyrics
data/train/00522.jpg,65,1089,997,1203,lyrics
data/train/00522.jpg,65,1186,997,1300,lyrics
data/train/00522.jpg,71,1268,1003,1382,lyrics
data/train/00522.jpg,68,1356,1000,1470,lyrics
data/train/00522.jpg,71,1432,1003,1546,lyrics
data/train/00522.jpg,68,1508,1000,1622,lyrics
data/train/00523.jpg,178,128,3284,378,staff
data/train/00523.jpg,581,328,3134,495,lyrics
data/train/00523.jpg,47,493,3284,734,staff
data/train/00523.jpg,190,694,2898,873,lyrics
data/train/00523.jpg,47,822,3284,1093,staff
data/train/00523.jpg,213,1051,3228,1224,lyrics
data/train/00523.jpg,47,1205,3284,1446,staff
data/train/00523.jpg,236,1402,2768,1560,lyrics
data/train/00523.jpg,41,1556,3235,1812,staff
data/train/00523.jpg,223,1765,2689,1923,lyrics
data/train/00524.jpg,105,129,3246,383,staff
data/train/00524.jpg,620,337,3246,489,lyrics
data/train/00524.jpg,105,491,3246,688,staff
data/train/00524.jpg,234,670,3196,822,lyrics
data/train/00524.jpg,105,832,3246,1029,staff
data/train/00524.jpg,191,1027,3108,1179,lyrics
data/train/00524.jpg,105,1182,3246,1373,staff
data/train/00524.jpg,321,1375,2603,1527,lyrics
data/train/00524.jpg,105,1547,3246,1738,staff
data/train/00524.jpg,287,1738,2196,1890,lyrics
data/train/00525.jpg,169,138,3214,359,staff
data/train/00525.jpg,470,319,3147,468,lyrics
data/train/00525.jpg,74,458,3214,700,staff
data/train/00525.jpg,186,661,3033,813,lyrics
data/train/00525.jpg,38,793,3214,1011,staff
data/train/00525.jpg,236,994,3002,1146,lyrics
data/train/00525.jpg,47,1149,3214,1367,staff
data/train/00525.jpg,197,1339,2963,1491,lyrics
data/train/00525.jpg,56,1517,3214,1735,staff
data/train/00525.jpg,206,1681,2203,1833,lyrics
data/train/00526.jpg,20,166,3171,372,staff
data/train/00526.jpg,273,349,3095,477,lyrics
data/train/00526.jpg,20,480,3171,721,staff
data/train/00526.jpg,112,691,3020,831,lyrics
data/train/00526.jpg,17,873,3171,1100,staff
data/train/00526.jpg,181,1030,3133,1206,lyrics
data/train/00526.jpg,2,1243,3171,1478,staff
data/train/00526.jpg,172,1434,3124,1580,lyrics
data/train/00526.jpg,17,1580,3171,1762,empty_staff
data/train/00529.jpg,10,128,3306,354,staff
data/train/00529.jpg,196,307,968,411,lyrics
data/train/00529.jpg,4,381,3306,611,staff
data/train/00529.jpg,16,625,3306,849,lyrics
data/train/00529.jpg,13,870,3306,1118,lyrics
data/train/00529.jpg,19,1148,3306,1449,lyrics
data/train/00529.jpg,1,1410,3305,1636,staff
data/train/00529.jpg,224,1560,823,1664,lyrics
data/train/00529.jpg,2995,1630,3306,1723,lyrics
data/train/00529.jpg,16,1669,3306,1884,staff
data/train/00531.jpg,49,119,3051,350,staff
data/train/00531.jpg,336,295,1165,423,lyrics
data/train/00531.jpg,49,424,3051,655,staff
data/train/00531.jpg,49,726,3051,951,staff
data/train/00531.jpg,49,1037,3051,1262,staff
data/train/00531.jpg,49,1309,3051,1617,staff
data/train/00531.jpg,2115,1522,2729,1629,lyrics
data/train/00531.jpg,49,1600,3051,1848,staff
data/train/00531.jpg,1610,1797,2033,1931,lyrics
data/train/11166.jpg,1,120,2122,324,staff
data/train/11166.jpg,27,309,2122,433,lyrics
data/train/11166.jpg,1,383,2122,608,staff
data/train/11166.jpg,27,574,2122,698,lyrics
data/train/11166.jpg,1,675,2122,875,staff
data/train/11166.jpg,27,843,2122,967,lyrics
data/train/11166.jpg,1,938,2122,1126,staff
data/train/11166.jpg,279,1099,2122,1223,lyrics
data/train/11166.jpg,4,1210,2122,1402,staff
data/train/11166.jpg,24,1389,2122,1513,lyrics
data/train/11166.jpg,1,1485,2122,1676,staff
data/train/11166.jpg,44,1650,2042,1770,lyrics
data/train/11166.jpg,1,1731,2122,1940,staff
data/train/11166.jpg,129,1911,2122,2052,lyrics
data/train/11166.jpg,1,1969,2124,2211,staff
data/train/11166.jpg,1,2185,2122,2302,lyrics
data/train/11166.jpg,1,2270,2124,2466,staff
data/train/11166.jpg,93,2442,2080,2572,lyrics
data/train/11166.jpg,1,2545,2120,2758,staff
data/train/11166.jpg,54,2732,1490,2858,lyrics
data/train/11168.jpg,17,138,2123,348,staff
data/train/11168.jpg,29,338,2123,472,lyrics
data/train/11168.jpg,16,430,2122,662,staff
data/train/11168.jpg,33,635,2122,769,lyrics
data/train/11168.jpg,16,720,2122,925,staff
data/train/11168.jpg,20,910,1986,1044,lyrics
data/train/11168.jpg,1,1001,2122,1198,staff
data/train/11168.jpg,97,1197,2122,1310,lyrics
data/train/11168.jpg,1,1287,2122,1515,staff
data/train/11168.jpg,58,1469,2122,1607,lyrics
data/train/11168.jpg,1,1556,2122,1754,staff
data/train/11168.jpg,62,1757,2107,1878,lyrics
data/train/11168.jpg,1,1839,2122,2040,staff
data/train/11168.jpg,32,2021,2090,2155,lyrics
data/train/11168.jpg,1,2125,2122,2327,staff
data/train/11168.jpg,49,2308,2122,2417,lyrics
data/train/11168.jpg,1,2381,2122,2617,staff
data/train/11168.jpg,50,2589,2122,2701,lyrics
data/train/11168.jpg,1,2688,2122,2907,staff
data/train/11168.jpg,194,2882,2075,3036,lyrics
data/train/11169.jpg,1,149,2122,366,staff
data/train/11169.jpg,83,349,2097,451,lyrics
data/train/11169.jpg,1,438,2122,647,staff
data/train/11169.jpg,297,613,1989,736,lyrics
